libro,id,título,campo,antes,después,motivo
innario,inno-095,Con Gesù non puoi temer,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-095,Con Gesù non puoi temer,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-096,Seguo il Dio d'amore,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-096,Seguo il Dio d'amore,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-096,Seguo il Dio d'amore,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-097,La sorgente della vita,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-097,La sorgente della vita,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-097,La sorgente della vita,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-098,"Uomo stanco, sofferente",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-098,"Uomo stanco, sofferente",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-098,"Uomo stanco, sofferente",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-099,Teneramente,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-099,Teneramente,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-099,Teneramente,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-100,O tu che ricerchi la vita,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-100,O tu che ricerchi la vita,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-100,O tu che ricerchi la vita,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-101,"Vieni fratello, vieni a Gesù",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-101,"Vieni fratello, vieni a Gesù",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-101,"Vieni fratello, vieni a Gesù",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-102,"Porte eterne, deh, apritevi",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-102,"Porte eterne, deh, apritevi",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-102,"Porte eterne, deh, apritevi",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-103,Sia gloria al Dio d'amore,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-103,Sia gloria al Dio d'amore,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-103,Sia gloria al Dio d'amore,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-104,Lode e gloria al nostro Signor,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-104,Lode e gloria al nostro Signor,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-104,Lode e gloria al nostro Signor,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-105,Cantiamo al Signor,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-105,Cantiamo al Signor,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-105,Cantiamo al Signor,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-106,"Al Signor del cielo, Cristo Gesù",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-106,"Al Signor del cielo, Cristo Gesù",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-106,"Al Signor del cielo, Cristo Gesù",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-107,Anch'io come Giacobbe,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-107,Anch'io come Giacobbe,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-107,Anch'io come Giacobbe,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-108,Gesù dal ciel è sceso allor,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-108,Gesù dal ciel è sceso allor,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-108,Gesù dal ciel è sceso allor,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-109,Venne giù dal cielo,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-109,Venne giù dal cielo,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-109,Venne giù dal cielo,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-110,Al principio della vita,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-110,Al principio della vita,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-110,Al principio della vita,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-111,L'amor del Redentor divin,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-111,L'amor del Redentor divin,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-111,L'amor del Redentor divin,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-112,Narratemi la storia,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-112,Narratemi la storia,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-112,Narratemi la storia,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-113,Chi è questo fanciullin?,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-113,Chi è questo fanciullin?,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-113,Chi è questo fanciullin?,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-114,C'era un dì nella città regale,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-114,C'era un dì nella città regale,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-114,C'era un dì nella città regale,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-115,Se leggo il Vangelo penso a Gesù,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-115,Se leggo il Vangelo penso a Gesù,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-115,Se leggo il Vangelo penso a Gesù,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-116,Cantiamo in coro questo canto,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-116,Cantiamo in coro questo canto,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-116,Cantiamo in coro questo canto,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-117,Sul suo trono regna Gesù,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-117,Sul suo trono regna Gesù,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-117,Sul suo trono regna Gesù,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-118,Sopra la Pietra,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-118,Sopra la Pietra,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-118,Sopra la Pietra,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-119,Con slancio noi cantiamo,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-119,Con slancio noi cantiamo,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-119,Con slancio noi cantiamo,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-120,"Tu piccola città, Betlem",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-120,"Tu piccola città, Betlem",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-120,"Tu piccola città, Betlem",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-121,Nato è Gesù,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-121,Nato è Gesù,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-121,Nato è Gesù,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-122,"Notte stellata, notte beata",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-122,"Notte stellata, notte beata",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-122,"Notte stellata, notte beata",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-123,Ogni stella su nel cielo,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-123,Ogni stella su nel cielo,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-123,Ogni stella su nel cielo,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-124,"Gioia in ciel, è nato il Re",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-124,"Gioia in ciel, è nato il Re",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-124,"Gioia in ciel, è nato il Re",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-125,Siam tre re,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-125,Siam tre re,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-125,Siam tre re,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-126,"Nella notte, lontano",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-126,"Nella notte, lontano",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-126,"Nella notte, lontano",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-127,Dal cielo scesero gli angeli,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-127,Dal cielo scesero gli angeli,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-127,Dal cielo scesero gli angeli,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-128,È nato! È nato!,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-128,È nato! È nato!,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-128,È nato! È nato!,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-129,Nella notte di Natal,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-129,Nella notte di Natal,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-129,Nella notte di Natal,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-130,"S'ode un canto, è nato Gesù",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-130,"S'ode un canto, è nato Gesù",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-130,"S'ode un canto, è nato Gesù",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-131,"Va, dillo a tutto il mondo",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-131,"Va, dillo a tutto il mondo",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-131,"Va, dillo a tutto il mondo",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-132,Con vivo e santo giubilo,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-132,Con vivo e santo giubilo,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-132,Con vivo e santo giubilo,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-133,Di notte in una stalla,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-133,Di notte in una stalla,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-133,Di notte in una stalla,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-134,Quanta gioia in cuore,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-134,Quanta gioia in cuore,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-134,Quanta gioia in cuore,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-135,"Bimbo santo, tu sei nato",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-135,"Bimbo santo, tu sei nato",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-135,"Bimbo santo, tu sei nato",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-136,Chi è quel bimbo,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-136,Chi è quel bimbo,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-136,Chi è quel bimbo,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-137,"Venite, fedeli, lieti ed esultanti",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-137,"Venite, fedeli, lieti ed esultanti",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-137,"Venite, fedeli, lieti ed esultanti",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-138,In excelsis Deo,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-138,In excelsis Deo,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-138,In excelsis Deo,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-139,S'ode un canto d'esultanza,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-139,S'ode un canto d'esultanza,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-139,S'ode un canto d'esultanza,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-140,Oggi è nato il bambim Gesù,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-140,Oggi è nato il bambim Gesù,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-140,Oggi è nato il bambim Gesù,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-141,"È risorto Cristo, il Re",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-141,"È risorto Cristo, il Re",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-141,"È risorto Cristo, il Re",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-142,A lui la gloria,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-142,A lui la gloria,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-142,A lui la gloria,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-143,"Alleluia, alleluia, alleluia!",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-143,"Alleluia, alleluia, alleluia!",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-143,"Alleluia, alleluia, alleluia!",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-144,È risorto oggi il Signor,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-144,È risorto oggi il Signor,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-144,È risorto oggi il Signor,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-145,Alleluia! Gloria a Cristo,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-145,Alleluia! Gloria a Cristo,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-145,Alleluia! Gloria a Cristo,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-146,Il Redentor salito è in ciel,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-146,Il Redentor salito è in ciel,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-146,Il Redentor salito è in ciel,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-147,Presto con Gesù,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-147,Presto con Gesù,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-147,Presto con Gesù,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-148,Dal ciel bentosto Gesù tornerà,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-148,Dal ciel bentosto Gesù tornerà,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-148,Dal ciel bentosto Gesù tornerà,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-149,Veder Cristo faccia a faccia,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-149,Veder Cristo faccia a faccia,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-149,Veder Cristo faccia a faccia,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-150,Vola verso il cielo,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-150,Vola verso il cielo,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-150,Vola verso il cielo,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-151,Cristo viene!,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-151,Cristo viene!,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-151,Cristo viene!,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-152,C'è una luce splendente,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-152,C'è una luce splendente,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-152,C'è una luce splendente,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-153,Spento il giorno è nella notte,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-153,Spento il giorno è nella notte,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-153,Spento il giorno è nella notte,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-154,Quanta luce quando Gesù verrà,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-154,Quanta luce quando Gesù verrà,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-154,Quanta luce quando Gesù verrà,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-155,Suonin le trombe,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-155,Suonin le trombe,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-155,Suonin le trombe,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-156,Gesù trionfa,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-156,Gesù trionfa,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-156,Gesù trionfa,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-157,Grido di gioia in ciel,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-157,Grido di gioia in ciel,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-157,Grido di gioia in ciel,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-158,Gesù ha promesso ai credenti,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-158,Gesù ha promesso ai credenti,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-158,Gesù ha promesso ai credenti,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-159,Giorno verrà che l'arpa d'or,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-159,Giorno verrà che l'arpa d'or,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-159,Giorno verrà che l'arpa d'or,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-160,È giunta ormai quell'ora,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-160,È giunta ormai quell'ora,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-160,È giunta ormai quell'ora,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-161,Gioia nei nostri cuor,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-161,Gioia nei nostri cuor,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-161,Gioia nei nostri cuor,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-162,"Sì verrà, sì verrà",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-162,"Sì verrà, sì verrà",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-162,"Sì verrà, sì verrà",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-163,"La gloria tua, Signor, cantiamo",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-163,"La gloria tua, Signor, cantiamo",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-163,"La gloria tua, Signor, cantiamo",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-164,Viva speranza,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-164,Viva speranza,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-164,Viva speranza,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-165,In quel giorno pien di luce,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-165,In quel giorno pien di luce,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-165,In quel giorno pien di luce,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-166,Per ricordare la croce,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-166,Per ricordare la croce,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-166,Per ricordare la croce,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-167,"Eri lì, alla morte del Signor?",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-167,"Eri lì, alla morte del Signor?",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-167,"Eri lì, alla morte del Signor?",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-168,Gesù calcò il sentiero,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-168,Gesù calcò il sentiero,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-168,Gesù calcò il sentiero,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-169,Puoi dirmi qual grande amor,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-169,Puoi dirmi qual grande amor,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-169,Puoi dirmi qual grande amor,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-170,O Gesù salvatore,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-170,O Gesù salvatore,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-170,O Gesù salvatore,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-171,Sopra un monte lontano,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-171,Sopra un monte lontano,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-171,Sopra un monte lontano,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-172,Agnel di Dio mi liberi,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-172,Agnel di Dio mi liberi,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-172,Agnel di Dio mi liberi,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-173,Lassù su quel monte,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-173,Lassù su quel monte,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-173,Lassù su quel monte,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-174,"Vieni, o Spirito divino",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-174,"Vieni, o Spirito divino",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-174,"Vieni, o Spirito divino",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-175,"Signor, discendan i doni tuoi",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-175,"Signor, discendan i doni tuoi",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-175,"Signor, discendan i doni tuoi",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-176,Per le vie del ben ci guida,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-176,Per le vie del ben ci guida,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-176,Per le vie del ben ci guida,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-177,Dal tuo stellato soglio,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-177,Dal tuo stellato soglio,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-177,Dal tuo stellato soglio,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-178,Come il riarso terreno,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-178,Come il riarso terreno,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-178,Come il riarso terreno,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-179,"Vieni, Santo Spirito",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-179,"Vieni, Santo Spirito",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-179,"Vieni, Santo Spirito",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-180,Quanta pace,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-180,Quanta pace,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-180,Quanta pace,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-181,Scendi tu nel nostro petto,tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-181,Scendi tu nel nostro petto,tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-181,Scendi tu nel nostro petto,compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-182,"Dal cielo scendi tu, o Dio",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-182,"Dal cielo scendi tu, o Dio",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-182,"Dal cielo scendi tu, o Dio",compas,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-183,"Santo Spirito, deh, scendi",tonalidad,,Desconocido,Dato vacío → Desconocido (se traduce)
innario,inno-183,"Santo Spirito, deh, scendi",tempo_bpm,,Desconocido,Dato vacío → Desconocido (se traduce)
